4237,S. L. Raheja Hospital Blood Bank,Maharashtra,Mumbai,"Mahim, Raheja Rugnalaya Marg, Mumbai","022 24445528, 022 66529682, 022 24449418"
4238,S. R. Mehta and Sir. K.P. Cardiac Institute Blood Bank,Maharashtra,Mumbai,"Plot No. 96, Road No.31, King Circle Sion, (E) Mumbai","022 24035454, 022 2409 4732"
4239,Saifee Hospital Trust Blood Bank,Maharashtra,Mumbai,"15/17, Maharishi Karve Marg, Opposite to Charni Road Station Mumbai",022 67571140
4240,Sarvodaya Hospital Samarpan Blood Bank,Maharashtra,Mumbai,"Office Building, 2nd Floor, Sarvodaya Hospital, LBS  Marg, Ghatkopar (W), Mumbai","022 25102511, 022 25100100"
4241,Seven Hills Health Care Private Limited Hospital Blood Bank,Maharashtra,Mumbai,"Blood Bank, 2nd Floor, Block-16, Seven Hills Hospital,  Survey No.155, 156, 162 - 168 Part, Marol - Maroshi Road,  
Andheri (E), Mumbai",022 67676719
4242,Shushrusha Citizens Co-operative Hospital Blood Bank,Maharashtra,Mumbai,"698-B Ranade Road, Dadar, Mumbai","022 24469579, 022 25288698"
4243,Sir J.J.Group of Hospital Blood Bank,Maharashtra,Mumbai,"Main Building, Ground Floor, Sir J. J. Hospital, Byculla, Mumbai","022 23735555, 022 23739400 (Extn. 2248, 2238)"
4244,Sir J.J.Mahanagar Rakthapedhi,Maharashtra,Mumbai,"Sir J.J Mahanagar Raktapedhi, F. D. Petit Building, J.J.Campus, J. J. Road, Byculla, Mumbai","022 23735585, 022 23733531"
4245,Saint George&#39;s Hospital & Regional  Blood Bank,Maharashtra,Mumbai,"Saint George&#39;s Hospital, Behind General Post Office, 
P. D&#39;Mello Road, Fort, Mumbai","022 22621420, 022 22620242 (Extn.1431)"
4246,Tata Memorial Hospital Blood Bank,Maharashtra,Mumbai,"5th Floor, Service Block, Dr. E. Borges Road, Parel, Mumbai","022 24177000, 022 24127096 (Extn. 4682, 4684)"
4247,The B.D. Petit Parsee General Hospital Blood Bank,Maharashtra,Mumbai,"B.Petit Road, Cumballa Hill,  Mumbai","022 61186190, 022 61186192, 022 61186333"
4248,V. N. Desai Municipal General Hospital Blood Bank,Maharashtra,Mumbai,"T. P. S. II, 11th Road, Santacruz (E) Mumbai","022 26182081, 022 357022, 022 26151506 (Extn.356, 357)"
4249,West Coast Blood Bank,Maharashtra,Mumbai,"Basement 101, Moon Building, 798, Mori Road, Mahim(W), Mumbai",022 24444544
4250,M/s. Balasaheb Thackerey Blood Bank,Maharashtra,Mumbai,Mumbai,""
4251,M/s. Pallavi Blood Bank,Maharashtra,Mumbai,Mumbai,""
4252,"ESI-PGIMSR, MGM Hospital Blood Bank",Maharashtra,Mumbai,Mumbai,""
4253,M/s Sion Blood Bank,Maharashtra,Mumbai,Mumbai,""
4254,Harkisandas  Marottamdas Hospital Blood Bank,Maharashtra,Mumbai,Mumbai,""
4255,Government Medical College Blood Bank Nagpur,Maharashtra,Nagpur,"Model Blood Bank, 2nd Floor, Hospital Building, Government Medical College & Hospital, Nagpur",0712 2744695
4256,Super Speciality Hospital and Medical Post Graduate Institute Blood Bank,Maharashtra,Nagpur,"Maenad Road, Near RST Cancer Hospital, Nagpur","0712 2703501, 0712 2746682"
4257,Indira Gandhi Medical College and Hospital Blood Bank,Maharashtra,Nagpur,"IGMC Hospital, Central Avenue Road, Nagpur","07122820134,0712 2728621, 0712 2774766"
4258,Daga Memorial Women Government Hospital Blood Bank,Maharashtra,Nagpur,"Gandhibag, Nagpur","0712 2729202, 0712 2729333"
4259,Central India Institute of Haematology & Oncology&#39;s Blood & Blood Component Bank and Apheresis Unit,Maharashtra,Nagpur,"Plot No-14/2, Park Corner, Bal Raj Marg, Near Loma Square, Dhantoli, Nagpur","0712 2430038 , 0712 2428972 , 0712 6464198"
4260,Jeevan Jyoti Blood Bank and Component,Maharashtra,Nagpur,"J P Chamber, Madhav Nagar, Dakshin Ambakshari Road  Nagpur","0712 2231660,  0712 2230876"
4261,Dr. Hegdewar Blood Bank,Maharashtra,Nagpur,"2, Sitaram Smruti, West High Court Road, Laxmibhuvan Square, Audumbar Apartment, Dharmpeth, Nagpur","0712 2528292, 0712 2538900, 09922407171, 09881000203"
4262,Sainath Blood Bank,Maharashtra,Nagpur,"531,Jaiswal Building, Above R.K. Traders, Old shukrawari Road, Sakkardara Nagpur",9422502066
4263,Ayush Blood Bank and component Lab,Maharashtra,Nagpur,"9th Floor, A wing, 901-905, 910-912, Lokmat Building, Nagpur","0712 6618666, 0712 5631137"
4264,Lifeline Blood Bank Components and Apherisis Centre Blood Bank,Maharashtra,Nagpur,"Neeti Gaurav complex , 2nd Floor, Central Bazar Road, Lokmat Square, Ramdaspeth, Nagpur","0712 6686666, 0712 6686665"
4265,Rainbow Blood Bank,Maharashtra,Nagpur,"3rd Floor, 282, Rainbow Diagnostic Services Central Bazar Road, Ramdas Peth, Nagpur",0712 6636666
4266,"NKP Salve Institute of Medical Science and Research Center (Lata Mangeshkar Hospital), Blood Bank",Maharashtra,Nagpur,"5, YMCA Complex, Digdoh Hills, Hingna Road, Nagpur","07104 236290, 07104 236291, 07104 232905"
4267,Nandkishor Education Society Trust - Arpan Voluntary Blood Bank,Maharashtra,Nagpur,Nagpur,""
4268,Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,Maharashtra,Nanded,"Vazirabad, Nanded","02462 235711, 02462 235712, 02462 234702"
4269,Indian Red Cross Society Blood Bank,Maharashtra,Nanded,"Parsi Anjuman Complex, Vazirabad, Nanded","02462 236699, 02462 231012, 02462 236633, 02462 227335"
4270,Golvalkar Guruji Blood Bank,Maharashtra,Nanded,"Plot No.2-12-407, Bandhaghat Road, Vazirabad, Nanded",02462 243300
4271,Arpan Blood Bank,Maharashtra,Nanded,"2nd Floor, Dayma Complex, Doctor Lane, Ghamodia,Nanded","02462 241587, 02452 239587"
4272,Guru Gobindsinghji Blood Bank,Maharashtra,Nanded,"Geeta Bhavan 1 & 2 Floor, House No 3-1-366, Near Government, Opposite to Ayurvedic College, Bus Stand Road, Vazirabad, Nanded",02462 233332
4273,Nanded Blood Bank,Maharashtra,Nanded,"Shivaji Nagar ,Opposite to Adhar Hospital, Nanded",02462 233810
4274,Hazur Saheb Blood Bank,Maharashtra,Nanded,"2nd Floor, Opposite to Bank of India, Sant Kripa Market, GG Road, Nanded","02462 248888, 02462 239999"
4275,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,Nandurbar,"Nandurbar, Railway Station Road Survey No.406, Civil Hospital Compound,  Sakri Road, Near Collector Office Nandurbar","02564 202510, 02564 210135, 02564 226225, 02564 210122"
4317,Aditya Birla Memorial Hospital Blood Bank,Maharashtra,Pune,"Survey No:31, Near Morya Mangal Karyalay, Thergaon, Chinchwad, Pune","020 30717690, 020 30717676"
4276,Sahada Blood Bank - Shree Swami  Samartha Vaidyakiya  Shaikshanik and Sanshodhan Sanstha,Maharashtra,Nandurbar,"C/o. 1st Floor, Shushrut Hospital, Khetiya Road, Survey 
No. 67/3, Plot No. 3, Sahada, Nandurbar",""
4277,Jankalyan Rakta Pedhi,Maharashtra,Nandurbar,"Nandurbar,1st Floor, Vivekanand Hospital, Desaipura, Nandurbar","02564 226934, 02564 226935, 02564 222226"
4278,Malegaon Blood Bank,Maharashtra,Malegaon,"2nd Floor, West End Complex, Satana Naka, Malegaon",""
4279,Seva Blood Bank,Maharashtra,MALEGAON,"Nilkanth Building, Satana Naka, Satana Road, Malegaon, Nashik",02554 257077
4280,Roachabai Sugnomal Manwani - Cantonment General Hospital Blood Bank,Maharashtra,Nashik,"Vadner Road, Devlali, Nashik","0253 2493365, 0253 24913377,  0253 2462068"
4281,Metro Blood Bank - District (Civil) Hospital Nashik,Maharashtra,Nashik,"District - Civil Hospital Blood Bank, Near Thakkar Bazaar,  Trimbak Naka, Nashik","0253 2318020, 0253 2577949"
4282,Sainik Aspatal Military Hospital Blood Bank,Maharashtra,Nashik,"Sainik Aspatal, Military Hospital, Deolali",""
4283,Ansar Blood Bank,Maharashtra,Nashik,"1398/1, Islampura, Industrial Society Compound, Quidwai Road, Malegaon, Nasik","02554 238383, 02554 230169, 02254 230039"
4284,Arpan Blood Bank and Blood Component Laboratory and Research Centre,Maharashtra,Nashik,"1st Floor, Office No.102/103, Dr. Athawale Chambers, Opposite to Gavkari Press Tilak Path, Nashik","0253 2311358, 0253 2576058"
4285,Jankalyan Blood Bank,Maharashtra,Nashik,"3, Shree Nagar, Old Gangapur Naka, Gangapur Road, Nashik","0253 2573493, 0253 2575249"
4286,NDMVPS Medical College and Hospital Blood Bank,Maharashtra,Nashik,At Post Adgaon Dist Nashik,"0253 2220522, 0253 2303930"
4287,Samta Blood Bank,Maharashtra,Nashik,"F-1, 1st Floor Suyojit Comercial Complex, Mumbai Agra Highway, Below Data Mastics, Mumbai Naka, Nashik","0253 2472499, 0253 2472599, 0253 2472699, 09975997867, 09975997863, 09975997864"
4288,Sanjeevani Blood Bank,Maharashtra,Nashik,"Nashik, Krushna-Chaya Bangla, Plot No. 10/11, Kurdukar Nagar, Behind Fame Theatre, Nashik Pune Road, Nashik",0253 2411888
4289,Jijau Mahila Sevabhavi Sansthan Nashik Blood Bank and Transfusion Research institute Blood Bank,Maharashtra,Nashik,"Ishwar Krupa Ganesh Nagar, Tidke Colony, Nashik",0253 2232996
4290,The Santajee Educational and Medical foundation Trust - Jeevan  Blood Bank,Maharashtra,Nashik,"Suyojit City Center, G-11, 12, 13, S. No. 567/1/1 & 567/1/3 (CTS No. 7249 & FP No. 60) Mumbai Naka, Near Mahamarg Bus Stand, Nashik",7387348888
4291,SMBT Institute of Medical Science and Research Centre - Blood Bank and Component,Maharashtra,Nashik,"SMBT Institute of Medical Science & Research Centre, Blood Bank & Component,  Block-101, Ground Floor, ï¿½Aï¿½ Wing, New SMBT Hospital Building, Survey No. 470, Nandihills Appt., At Post-Dhamangaon, Ghoti, Igatpuri, Nashik",02553 222300
4292,Hindustan Aeronautics Limited Blood Bank,Maharashtra,Nashik,"HAL, Aircraft Division, HAL, In Front of GES HAL High School, Ojhar Township, Niphad, Nashik","02550 275845, 02550 278932 (Extn. 2589)"
4293,J.D.C. Bytco Hospital Blood Bank,Maharashtra,Nashik,"1st Floor, Bytco Hospital, Nashik Road, Behind Durga Garden, Shahu Path, Nashik","0253 2460251, 0253 24605352"
4294,Regional Referal Hospital Blood Bank,Maharashtra,Nashik,"Medical Superintendent, Regional Referal Hospital (Superspeciality Hospital) Blood Bank, Nashik",""
4295,Shri Krishna Blood Bank,Maharashtra,Omerga,"Dr. Patange Hospital Building, Ajay Nagar Omerga, Omerga,  Osmanabad","02457 252004, 02457 252232, 02457 252469"
4296,"Civil Surgeon, General Hospital Blood Bank",Maharashtra,Osmanabad,"Civil Hospital Osmanabad, Tqand, Osmanabad",02472 226924
4297,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,Parbhani,"Blood Bank Civil Surgeon, District General Hospital Blood Bank, Subhash Road, Parbhani","02452 223458, 02452 231287"
4298,Kanthak Sevabhavi Sanstha - New Life Blood  Bank,Maharashtra,Parbhani,"Plot No 22, Survey No 389 and 394, Beside Gurudwara, Station Road, Parbhani",02452 220222
4299,Indian Red Cross Society Blood Bank,Maharashtra,Baramati,"Indian Red Cross Society (IRCS), (Late Manikbai Chandulal Saraf) Blood Bank, Near Government Silver Jubilee Hospital, Patas Road, Baramati, Pune",02112 222951
4300,Pune Chest and General Hospital Blood Bank,Maharashtra,Pune,"Aundh Cest Hospital, Aundh Camp, Pune","020 27285432, 020 27286458"
4301,Sasoon Sarvopchar Hospital Blood Bank,Maharashtra,Pune,"Ground Floor, Section 5, Opposite to Central Medical Stores, Station Road, Pune","020 26126868, 020 24480431"
4302,Armed Forces Blood Bank,Maharashtra,Pune,"Vanwadi Armed Force Medical College, Pune","020 26026038, 020 26306337"
4303,Jankalyan Raktapedhi Pune,Maharashtra,Pune,"1003, Shukrawar Peth, Swargate - Saras Baugh Road, Near Natraj Hotel, Pune","020 24449527, 020 24444502"
4304,Inlaks Budharani Hospital Blood Bank,Maharashtra,Pune,"7-9, Koregaon Park, Pune","020 66099999, 020 66099727, 020 66099703"
4305,Indian Serological Institute Blood Bank,Maharashtra,Pune,"21, Anand Baugh, Navi Peth, Near Vaikunth, Pune","020 24535244, 020 24538453"
4306,Acharya Anandrushiji Blood Bank,Maharashtra,Pune,"191-192, New Sadashiv Peth, S. M. Joshi Foundation Building, Near Patrakar Bhavan, Pune","020 24537627, 020 65250707, 020 24531600"
4307,Akshay Blood Bank,Maharashtra,Pune,"Survey No.10/1/3, Unnati Nagar, Bantar High School, Hadapsar, Pune","020 26993247, 020 26993248,"
4308,Garware Blood Bank - Talegaon Rural Hospital,Maharashtra,Pune,"Talegaon Dhabhade, Maval, Pune","02114 223916, 02114 308399"
4309,Jehangir Hospital Blood Bank,Maharashtra,Pune,"32, Sasoon Road, Pune","020 66811722, 020 66811723,"
4310,KEM Hospital Blood Bank,Maharashtra,Pune,"Sardar Moodliar Road, Rastha Peth, Pune","020 26125600, 020 66037324, 020 26125603"
4311,Grant Medical Foundation A.H. Wadia Trust Blood Bank,Maharashtra,Pune,"40, Sassoon Road, Ruby Hall Clinic, Post Box No. 70, Pune","020 26166318, 020 66455264, 020 26163391"
4312,Bharati Vidyapeeth Medical Foundation Blood Bank,Maharashtra,Pune,"Sector - 28, Dhankawadi, Pune Satara Road, Pune","020 40555555, 020 24379432"
4313,Padmashree Dr. D.Y. Patil (Vishweshwar) Blood Bank,Maharashtra,Pune,"Padmashree, Dr. D. Y. Patil Medical College Hospital, Sant Tukaram Nagar, Pimpari, Pune","020 27423844, 020 27420439"
4314,Deenanath Mangeshkar Hospital Blood Bank,Maharashtra,Pune,"Erandawane, Near Mhatre Bridge, Pune","020 26602307, 020 26602308, 020 26602313, 020 25420104"
4315,Poona Serological Institute Blood Bank,Maharashtra,Pune,"C.T.S. No. 592, 3rd Floor, Dhanwantari Complex, Rasta Peth, Pune","020 26133387, 020 26141719, 020 27472876"
4316,Sahiyadari Speciality Hospital Blood Bank,Maharashtra,Pune,"Kokoan Mitra Mandal Medical Port Trust&#39;s Sahiyadari Speciality Hospital Blood Bank, Plot No-30 C, Erandvane, Karve Road, Pune","020 25403232, 020 67213000"
4445,District Hospital Blood Bank,Nagaland,Dimapur,"District Hospital Colony, Dimapur",""
4318,Rakesh Jain Memorial Blood Bank,Maharashtra,Pune,"Poona Hospital and Reserch Centre 27, Sadashiv Peth, Pune","020 24331706, 020 66069000, 020 24338477"
4319,Noble Hospital Blood Bank,Maharashtra,Pune,"B-007, Basement C/o. Noble Hospital, 153 Magarpatta City Road, Hadapsar, Pune","020 66285050, 020 66285199"
4320,Smt Kashibai Navale General Hospital Blood Bank,Maharashtra,Pune,"Sr. No. 50/15 building NO.5 2nd Floor, Narhe, Ambegaon, Pune","020 241062299, 020 24699884, 020 24106274"
4321,Pimpari Serological Institute Blood Bank,Maharashtra,Pune,"Esteem Tower, opposite K.S.B. Pump, Pune-Mumbai Highway, Kharalwadi, Pimpari","020 27421179, 020 27427779"
4322,Chakan Blood Bank,Maharashtra,Pune,"Sr. No. 4976/1/2 Gate No. 2401, Yashwantnagar Ambethan Road. A/P Chakan, Khed, Pune",02135 202141
4323,R.G Gholap Memorial Blood Bank,Maharashtra,Pune,"Office No. 301, 3rd Floor Ashoka Centre, S. No - 47/14, Satara Road, Parvati, Pune","020 65402140, 9822442140, 8554942140"
4324,Kranti Mitra Mandal Charitable Trust Blood Bank,Maharashtra,Pune,"1st Floor PMT Buiding Gadital, Hadapsar, Pune","020 26992828, 020 64782828, 020 26993703"
4325,Krantiveer Chapekar Bandhu Blood Bank,Maharashtra,Pune,"Pimpri Chinchwad Mahanagar Palika Talera Hospital, Tanaji Nagar Chinchwad, Pune","020 27610054, 020 27610042"
4326,The New Century Medical & Education Foundation Trust - NCORD Blood Bank & Aphaeresis Centre,Maharashtra,Pune,"NCORD Blood Bank and Aphaeresis centre, S. No. 241/2/1, Geet Ganga Building, Medipoint Hospital Lane, Baner, Pune",020 46608585
4327,Ekta Apang Vikas Sanstha Blood Bank,Maharashtra,Pune,"Office No. 17/18/19, 1st Floor, Sunshree Woods Commercial Complex, NIBM, Kondhwa, Haveli, Pune",020 26855144
4328,Chattrapati Shahu Maharaj Pratisthan,Maharashtra,Pune,"S.No. 30, 4th floor, office no. 41, 402, 403, and 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune",N/A
4329,Chattrapati Shahu Maharaj Pratisthan Blood Bank,Maharashtra,Pune,"S. No. 30, 4th Floor, Office No. 41, 402, 403, and 5th Floor off 502, Waris Heights, Pune - Satara Road, Dhankwadi, Pune",020 65267000
4330,M/s. Vidyashree Charitable Trusts Om Blood Bank,Maharashtra,Pune,Pune,""
4331,District Civil Surgeon Blood Bank,Maharashtra,Alibag,"District Hospital Blood Bank, Civil Hospital Campus, Sea Face Road, Alibag",02141 225734
4332,Kakasaheb Chitle Memorial Centre Sanchalit - Jankalyan Blood Bank,Maharashtra,Mahad,"C.S. No. 1651, Near Lokmanya Vyayamshala, Shiwaji Chowk, Mahad, Raigad","02145 222604, 02145 225103, 02145 224807"
4333,M.B. More Foundation Blood Bank,Maharashtra,Mangaon,"Ghar. No. 412, 1st Floor, Mangaon, Morba Road, Opposite to Civil Hospital, Mangaon, Raigad",""
4334,Advanced Centre for Treatment Reasearch and Education in Cancer,Maharashtra,Navi Mumbai,"Owe Village, Sector 22, Plot No. 2, Kharghar, Navi Mumbai",022 27405073
4335,M/s. Navi Mumbai Blood Bank,Maharashtra,Navi Mumbai,"Navi Mumbai Blood Bank, Vishwanath Bhavan, C-87, Sector 12, Kharghar, Navi Mumbai",""
4336,Shree Sai Blood Bank & Component,Maharashtra,Panvel,"103,104,105,1st Floor Tirthraj Building, Old Thana Naka Road, Near Taluka Police Station,  Old Panvel, Raigad","022 27467856, 022 27450885, 022 27463796"
4337,Rotary Club New Panvel charitable Trust s Late Dr. B.V. Limaye Blood Bank,Maharashtra,Raigad,"Plot No-8, Sect.1, Khanda Colony, Mumbai Pune Road, New Panvel (W)","022 27459322, 022 32092960"
4338,Civil Surgeon - General Hospital Blood Bank,Maharashtra,Ratnagiri,"Civil Hospital, Ratnagiri",02352 225616
4339,Shree Swami Samarth Blood Bank,Maharashtra,Ratnagiri,"B.K.L.Walwalkar Hospital Diagnostic & Research Centre, Shree Kshetra Darvan, Chiplun, Ratnagiri","02355 264137, 02355 264149, 02355 264181"
4340,Indian Red Cross Society Blood Bank,Maharashtra,Ratnagiri,"Khareghat Road, Ratnagiri","02352 223262, 02352 222347"
4341,Indian Red Cross Blood Bank,Maharashtra,Ratnagiri,Ratnagiri,""
4342,Prakash Blood Bank & Blood Component Seperation Unit,Maharashtra,"","Prakash Shikshan Mandal&#39;s Prakash Hospital & Research Centre, Islampur Sangli Road, Uran - Islampur, Tal -Walwa, Dist- Sangli (Ms)","02342 661212, 02342 661224"
4343,Padmabhushan Vasantdada Patil Government Hospital Blood Bank,Maharashtra,Sangli,"Padmabhushan Vasantdada Patil Government Hospital , Blood Bank, Dr. Ambedkar Road, Sangli .","0233 2374651, 0233 2374652, 0233 2374653, 0233 2374654, 0233 2374655"
4344,Rajaram Bapu Blood Bank,Maharashtra,Sangli,"Islampur C.S. No. 99/1, Near Islampur Spiral CT-Scan,
Peth-Sangli Road",02342 224939
4345,Vasantdada Patil Blood Bank and Haematology Research Centre,Maharashtra,Sangli,"AIP - Miraj, Mirasaheb Shopping Complex,  Opposite to City Police Station, Miraj, Sangli","0233 2229619, 0233 2222319"
4346,Miraj Medical Centre - Wanless Hospital Blood Bank,Maharashtra,Sangli,"Wanless Hospital Blood Bank, Medical Centre, Miraj","0233 2223291, 0233 2223292, 0233 2223293, 0233 2223294, 0233 2223295"
4347,Jeevan Rekha Charitable Trust Blood Bank,Maharashtra,Sangli,"H. No. 329/E, Ward No. 5, 1st Floor, Umrani Road, A/p-jath, Sangli","02344 248000, 02344 248922"
4348,Smt. Anila Kantilal Kothari Blood Bank & Department of Hemato Oncology,Maharashtra,Sangli,"Dr. D. K. Gosavi Memorial, Shri Siddhivinayak Ganapati Cancer Hospital, Sangli - Miraj Road, Miraj","0233 2212155, 0233 2211601, 0233 2211602"
4349,Bharati Vidyapeeth University Medical college And Hospital Blood Bank,Maharashtra,Sangli,"A/p Wanlesswadi, Miraj","0233 2601594, 0233 2601593 (Extn. 266)"
4350,Hindratna Prakashbapu Patil Blood Bank,Maharashtra,Sangli,"2nd Floor, Siddhivinayak Commercial Complex Guest House, Miraj Road, Near Tata Petrol Pump, Sangli",0233 2672233
4351,Miraj Serological Institute Blood Bank,Maharashtra,Sangli,"S. No.795/A1, Dr. Bhalchandra Patil Hospital,  Zaribag Budhgaonkar Mala, Near Gulabrao Patil Medical College, Miraj","0233 6451819, 0233 2211400"
4352,Akshay Blood Bank,Maharashtra,Sangli,"Plot No. 1/7, Near Anand Nursing Home, 2nd Floor, Miraj Sangli Road,  Sangli","0233 2212448, 0233 2212449"
4353,Indian Red Cross Society Blood Bank - Shirgaonkar Blood Bank,Maharashtra,Sangli,"Opposite to Civil Hospital, Plot No. 49, City Survey No.601/7, Sangli","0233 2373044, 0233 2372376"
4354,Shree Basaveshwar Manav Vikas Gramin Sevabhavi Sanstha Blood Bank,Maharashtra,Sangli,"Arihant Galaxy, 1st Floor, C.S. NO- 1599, Opposite to Civil Hospital, Garpir Road, Sangli","0233 6012777, 09604520087, 07798539069"
4355,Azad Panchi Group Charitable Trust Blood Bank,Maharashtra,Sangli,"Near Civil Hospital, Ganesh Nagar, 1st Lane, S. No. 1682, Sangli",0233 2374333
4356,S. S. Venutai Y. Chavan Sub-District Hospital Blood Bank Karad,Maharashtra,Satara,"Plot No. 290/91, Budhwar Peth Station Road, Karad, Satara","02164 222459, 02164 221020"
4357,Civil Surgeon - Sarva Samanya Hospital Blood Bank,Maharashtra,Satara,"Bazar Road, Satara","02162 238494, 02162 235640"
4446,Military Hospital Blood Bank,Nagaland,Dimapur,"Army Supply Road, Signal Bosti, Dimapur",N/A
4358,Phaltan Medical Foundation Blood Bank,Maharashtra,Satara,"C.T.S. No. 5604/6, Near Dnyaneshwar Mandir, Behind State Bank of India, Laxminagar, 1st Floor Phaltan, Satara","02166 221197, 02166 220897, 02166 220007"
4359,Krishna Hospital and Medical Research Centre Blood Bank Karad,Maharashtra,Satara,"Poona Bangalore (NH 4) Highway, Near Debhewadi Road, Karad, Satara","02164 241456, 02164 242170"
4360,Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,Maharashtra,Satara,"Shree Chatrapati Shivaji Education Societys, Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,  Vita Road, Vidyagiri, Mayani, Satatra","02161 270661, 02161 270761 (Extn. 303)"
4361,M/s. K. N. Gujar Blood Bank,Maharashtra,Satara,"M/s K.N. Gujar Blood Bank, F. P. No. 21, 203/A/6, 1st Floor, K.N. Gujar Hospital, Shanivar Peth, Near S.T. Bus Stand, Karad, Satara",02164 222868
4362,M/s. Balaji Blood Bank,Maharashtra,Satara,"M/s. MA. NA. Shri R.R. (AABA) Patil Shikshan Sheti Sanshodhan Aani Vikas Sansthas  Balaji Blood Bank, C.S.No - 467/8 A 1b/45, Jaldhara Building 2nd Floor, Sadar Bazar, Satara - 415002","02162 226995, 02162 226996"
4363,Akshay Blood Bank,Maharashtra,Satara,"Akshay Medical Trust, Akshay Blood Bank, 506/22, Sadar Bazar, Near State Bank, Opposite to Nirmal Hotel, Satara","02162 230730, 02162 231731"
4364,Mauli Blood Bank Satara,Maharashtra,Satara,"529/b,  Parasnis Colony, Near Hotel Monark, Powai Naka Sadar Bazar, Satara","02162 222586, 02162 222031"
4365,Yashwantrao Chavan Blood Bank,Maharashtra,Satara,"Phase 5, Super Market, 1st Floor Hall No. 2/1 Final Plot No. 432,433, Shaniwar Peth, Karad",02164 228122
4366,Civil Surgeon - General Hospital Blood Bank,Maharashtra,Sindhudurga,"Sindhudurg Oros, At Post - Oros, Kudal, Sindhudurga (Oros)",0236 2228902
4367,"Cottage Hospital Blood Bank, Sawantwadi",Maharashtra,Sindhudurga,"Sub -District Cottage Hospital, Blood Bank, Sawantwadi, 
C-Sindhudurg",02363 275035
4368,Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank,Maharashtra,Solapur,"B-Block Ground Floor, Shri. Chatrapati Shivaji Maharaj Sarvopchar Hospital, Solapur, Maharashtra","0217 2310766, 0217 2749440"
4369,Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,Maharashtra,Solapur,"Ashok Chowk, 896/97, Bhavnarishi Peth (Bolli Mangal Karayalaya 1 floor, Solapur","0217 2653829, 0217 2390144, 0217 2620348"
4370,"Dr. Hegdewar Rakta Pedhi Sanstha, Solapur",Maharashtra,Solapur,"1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur","0217 2311215,  0217 2311281, 0217 2311215, 0217 2311281"
4371,Solapur Blood Bank,Maharashtra,Solapur,"136, Railway Line, Near Railway Station, Near Atthar Hospital, Anjani Chembers,  Solapur","0217 2317242, 0217 2318028"
4372,IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank,Maharashtra,Solapur,"804, Old Pandharpur Road, Ganeshnagar Akluj, Solapur","02185 222101, 02185 225601, 02185 222665, 02185 222166"
4373,Akshay Blood Bank,Maharashtra,Solapur,"Survey No. 2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur","0217 2315025, 0217 26993247"
4374,M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank,Maharashtra,Solapur,"Kumbhari, Gat No. 261 and 262 , Akkalkot Road, Kumbhari, 
Tal.South Solapur. Dist. Solapur","0217 2280891, 0217 2280897"
4375,Athar Minorities Social and Welfare Associations - Athar Blood Bank,Maharashtra,Solapur,"1st Floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid, Solapur",0217 2622999
4376,Indian Red Cross Soceity - Shriman Rambhai Shah Blood Bank,Maharashtra,Solapur,"Jawaharlal Hospital Compound, Shivaji Road, Barsi, Somwarpeth, Solapur",02184 222399
4377,Indian Red Cross Society - Smt. Gopabai Damani Blood Bank,Maharashtra,Solapur,"165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur","0217 2726858, 0217 2722106"
4378,Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank,Maharashtra,Solapur,"62/2/3/4, Bhakti Marg, Pandharpur, Solapur","02186 223650, 02186 222219"
4379,SIDDHESHWAR BLOOD BANK,Maharashtra,Solapur,"Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur",0217 2323222
4380,M/s Shrikamal Shikshan Prasarak Krida - Kala & Krushivikas Bahu Uddeshiya Samajsevi Mandals Sanjeevani Blood Bank,Maharashtra,Solapur,Solapur,""
4381,Gor Banjara RSS Jankalyan Samiti - Seva Blood Bank,Maharashtra,"","Basement Puspadev Appartment, Near Sarvesh Hall Opposite to Manav Kalyan Kendra Dombivli",0251 2442283
4382,"Dr. D.Y. Patil Hospital & Research Centre, Blood Bank",Maharashtra,Nerul,"Nerul, Thane",""
4383,Tarapur Atomic Power Station Hospital Blood Bank,Maharashtra,Palghar,"TAPS Hospital Blood Bank, TAPS 1&2 (Anushri) Township Near Boisar, Palghar",02525 264001
4384,Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank,Maharashtra,Thane,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601","022 25472582, 022 25471409, 022 25471409"
